loan_id,credit_score,dti_ratio,loan_amount,employment_length_yrs,default_event,months_to_event
10549,660,0.45520795183370005,16221,5,0,30.0
10550,715,0.3310065126255357,6271,6,1,15.858167241825628
10551,645,0.09658623367514482,23846,10,0,23.0
10552,609,0.25287352766860016,5000,3,0,33.0
10553,615,0.15834484401967527,12261,4,1,11.629581638547931
10554,606,0.40302566961290137,7783,7,0,32.0
10555,730,0.2668577484829254,19838,8,0,32.0
10556,604,0.11804452191349563,28770,1,1,13.519555114164305
10557,693,0.33827713067941456,12176,4,0,25.0
10558,666,0.3821549705156887,28068,5,1,12.059123817862108
10559,674,0.20968263346558483,10978,8,1,15.735232192500678
10560,748,0.2052959913537781,10076,3,0,30.0
10561,658,0.27016679744557864,9599,7,1,13.078142801721057
10562,710,0.06893204828338745,24779,0,0,35.0
10563,681,0.3209719570541592,24395,6,0,35.0
10564,672,0.4191311662383325,12384,8,0,16.0
10565,794,0.18493064564868977,19920,5,0,27.0
10566,607,0.4343059168111898,10595,4,1,12.20015763262872
10567,744,0.3494824677014358,23668,2,0,25.0
10568,712,0.24229771380775605,11086,0,0,32.0
10569,656,0.3134835773321612,22380,2,0,23.0
10570,761,0.4097688588654871,21272,4,0,26.0
10571,587,0.2641818145375212,18706,9,0,31.0
10572,653,0.2892571340083937,5000,7,0,22.0
10573,619,0.1964522927405156,21159,6,0,27.0
10574,700,0.23801235713517838,24655,3,0,25.0
10575,624,0.320080009320114,16873,3,0,31.0
10576,701,0.23196488982615837,22327,3,0,31.0
10577,670,0.19965622372556183,14549,0,0,33.0
10578,656,0.36509865284037973,8723,6,0,27.0
10579,699,0.2982503446350536,14218,10,0,33.0
10580,666,0.20198869041310274,27453,2,0,36.0
10581,625,0.4252802975094481,18097,4,1,15.83894743888829
10582,820,0.4613616635772922,9222,1,0,29.0
10583,655,0.3514600215281045,22252,3,0,28.0
10584,569,0.13053433569554213,21355,4,0,21.0
10585,637,0.29070352117582127,25442,10,1,13.00830067035919
10586,616,0.30886204393916045,6203,8,0,30.0
10587,721,0.0915037038294745,9471,2,0,36.0
10588,696,0.36920699040233596,26588,1,0,22.0
10589,699,0.2709159922535465,13102,1,0,31.0
10590,661,0.36225744723452835,5000,4,1,14.238819250927978
10591,666,0.21944649508025743,5000,5,0,36.0
10592,661,0.29842206859748516,21964,7,1,11.408469080484606
10593,675,0.30319098737207834,11029,5,0,34.0
10594,721,0.2688587763559934,9721,0,0,26.0
10595,696,0.2991383298229231,28207,5,0,21.0
10596,705,0.2362892076954825,16864,7,0,35.0
10597,704,0.13169615733664833,23529,1,0,28.0
10598,724,0.05,16733,6,0,20.0
10599,694,0.18826508357006888,11792,1,0,34.0
10600,697,0.32908135832109436,5000,0,0,20.0
10601,739,0.14611569095652452,11262,3,0,35.0
10602,646,0.3560805204885446,12121,9,0,35.0
10603,637,0.3891185826182655,5776,2,0,34.0
10604,620,0.29727183896331794,20859,7,0,35.0
10605,689,0.23340440396707993,8991,7,0,34.0
10606,587,0.3524708250886757,15915,1,1,16.170386717636383
10607,703,0.36570181458756806,10940,2,0,26.0
10608,674,0.22748929592782535,7976,3,0,29.0
10609,736,0.25848126691643697,5000,4,0,31.0
10610,646,0.16865038492544013,10015,5,1,11.283029544831768
10611,669,0.2786200636608335,13142,3,0,28.0
10612,736,0.05,15945,7,0,27.0
10613,749,0.22074637647534917,11460,0,0,27.0
10614,645,0.1646773918613516,15417,10,0,36.0
10615,689,0.24119169106658644,16960,2,0,26.0
10616,694,0.17047950560470718,21120,2,0,33.0
10617,698,0.05869219930611046,24195,3,0,26.0
10618,666,0.1846109487948402,23411,6,0,26.0
10619,744,0.20243272369438733,7056,2,0,33.0
10620,585,0.3565229714704986,15755,7,1,11.914609215709978
10621,658,0.18589267113734811,27253,8,0,33.0
10622,702,0.16524753238153866,11047,8,0,31.0
10623,702,0.1308107673089472,25612,7,0,34.0
10624,747,0.3642549381304764,17588,8,0,33.0
10625,739,0.22769835051534337,5000,4,0,29.0
10626,665,0.27723275345295084,30772,9,1,13.278722963155568
10627,744,0.09562142715861745,21664,5,0,29.0
10628,644,0.07451578046277609,18235,9,0,29.0
10629,726,0.15981242732107043,18130,9,0,27.0
10630,770,0.4123223654713876,17348,7,0,30.0
10631,740,0.14085924559547677,10987,9,0,34.0
10632,685,0.18738830605335186,20733,7,0,33.0
10633,663,0.2512912558228821,12096,9,1,10.1829276260543
10634,603,0.18748424745472725,6349,6,0,26.0
10635,695,0.29784639003244817,8816,0,0,25.0
10636,624,0.16689218510195275,5000,2,0,28.0
10637,640,0.1398988273993588,13076,7,0,21.0
10638,620,0.5217826377269169,6322,8,1,13.37354543452353
10639,656,0.15632394830784138,10032,9,0,27.0
10640,678,0.3295161999338613,5000,3,0,30.0
10641,693,0.1557762425852748,5000,0,0,36.0
10642,649,0.0959052966841105,30661,8,0,31.0
10643,733,0.24097410392174357,15758,8,0,36.0
10644,669,0.11590952305742651,12437,8,0,36.0
10645,640,0.2106854628501717,9989,5,0,36.0
10646,691,0.17041544724699415,17764,1,0,31.0
10647,778,0.37518512204478954,15263,9,1,11.13637272047278
10648,696,0.09580611609704538,12624,10,0,29.0
10649,661,0.3175886242411575,18118,3,0,24.0
10650,603,0.2785106108998515,19601,7,0,28.0
10651,669,0.22709157157747714,5000,7,0,21.0
10652,691,0.17418444980237455,15221,1,0,19.0
10653,660,0.26722768509421235,18100,8,1,11.782831501968255
10654,596,0.27252867196250974,13045,3,0,36.0
10655,637,0.28937478584509385,5000,4,0,28.0
10656,752,0.22308656526436338,12153,0,0,25.0
10657,751,0.13549770766406313,14117,4,0,36.0
10658,635,0.33784642227347694,16801,3,1,13.683962718986619
10659,713,0.24965573460739945,22112,3,0,24.0
10660,621,0.18871181376803195,22789,4,0,18.0
10661,750,0.1498401558114653,13006,1,0,33.0
10662,692,0.342246742174328,17837,2,0,25.0
10663,727,0.3884358141647792,14088,6,0,34.0
10664,594,0.3075338641095439,22204,2,0,29.0
10665,713,0.3142449050866061,21163,2,1,17.24447646587435
10666,679,0.36723839190973795,20390,6,0,28.0
10667,722,0.2138141706598278,13547,3,0,36.0
10668,725,0.46341010272322597,24772,3,1,13.311134445206951
10669,683,0.14404306071605175,19613,10,0,33.0
10670,649,0.22566357761362998,11897,7,0,27.0
10671,718,0.17284425435817274,15939,10,0,36.0
10672,676,0.2563588251460049,9558,1,0,32.0
10673,636,0.4230912350615299,18708,1,1,14.744407100794426
10674,633,0.2261594856854415,17626,1,1,12.914663358868873
10675,606,0.2921584723255559,14249,10,1,15.949783269713272
10676,654,0.05,6698,0,0,33.0
10677,735,0.29276905644387163,19656,6,0,30.0
10678,688,0.3498471201438779,17195,1,0,36.0
10679,653,0.2622941427587376,5000,3,0,35.0
10680,720,0.14337004572514256,20244,0,0,16.0
10681,638,0.12995349960942498,12895,2,0,19.0
10682,684,0.19454618767460055,6643,6,0,30.0
10683,671,0.1291161205965426,19241,8,0,27.0
10684,718,0.40759957513931144,8076,8,0,29.0
10685,601,0.29675005189683556,5000,6,0,28.0
10686,637,0.39446819695185903,16380,2,0,33.0
10687,598,0.22108988516454928,8690,10,1,15.768744832438092
10688,667,0.1735487371046361,16842,2,0,28.0
10689,740,0.17970714306149516,26694,8,0,29.0
10690,654,0.20377962866594435,24086,0,0,20.0
10691,654,0.2005652954426464,12498,7,0,36.0
10692,723,0.37217917572171233,14020,0,0,30.0
10693,733,0.341364626771617,5000,8,0,36.0
10694,675,0.27708775925322393,7015,7,1,15.47083172038131
10695,714,0.08402628191070269,23420,0,0,36.0
10696,626,0.27950555301892177,23780,2,1,15.235334852327195
10697,748,0.2189203450451745,30272,6,0,18.0
10698,787,0.39062351039421817,8522,1,0,31.0
10699,706,0.3395431945727612,14124,3,0,21.0
10700,575,0.2642162801305184,5553,9,1,14.778025185022395
10701,652,0.05,15182,8,0,26.0
10702,710,0.2363904453133928,24877,9,0,33.0
10703,658,0.18466953131696154,19801,1,0,32.0
10704,743,0.2905340963978158,10961,6,0,23.0
10705,709,0.13578778475848047,14958,8,0,24.0
10706,644,0.276234247915652,5000,9,0,36.0
10707,681,0.05,8362,10,0,24.0
10708,635,0.11143839090122286,18293,4,0,21.0
10709,670,0.1620145035374463,25835,1,1,13.947913028303732
10710,652,0.1953817194209729,15203,2,0,36.0
10711,738,0.2888915858768576,29055,7,0,35.0
10712,785,0.0844948189806231,26370,7,0,19.0
10713,608,0.18588241688877175,22268,7,0,31.0
10714,583,0.18842606375359305,15587,0,0,26.0
10715,667,0.3187998852585502,14530,2,0,36.0
10716,604,0.23082750762003904,5918,3,0,36.0
10717,682,0.15326235222538298,12737,4,0,21.0
10718,717,0.14211701184311945,5000,2,0,36.0
10719,754,0.19472217475951675,8023,8,0,29.0
10720,690,0.0851583142919559,17559,3,0,29.0
10721,670,0.4125875154854668,15398,8,0,22.0
10722,581,0.24956415690599537,28226,6,1,14.844792384281254
10723,681,0.15864519160429383,5000,3,0,22.0
10724,683,0.14455351761403826,30655,0,0,24.0
10725,711,0.1292682041319376,17118,7,0,32.0
10726,644,0.28711781541475284,20248,9,0,27.0
10727,658,0.08466229045983796,27499,3,0,36.0
10728,606,0.23220093549133936,20300,8,1,14.137600981264585
10729,565,0.3073624787184381,5000,7,0,33.0
10730,624,0.19140417353361533,31475,9,0,22.0
10731,601,0.14881289327644148,11020,8,1,10.272157508333805
10732,696,0.3337698372536487,10684,2,0,32.0
10733,654,0.13680659671530918,22228,1,0,30.0
10734,653,0.22223115804228372,7609,1,0,36.0
10735,630,0.2615220272887131,18571,8,0,31.0
10736,518,0.18958703187459858,5000,10,0,26.0
10737,755,0.1301615206561042,14350,7,0,31.0
10738,629,0.19414903095594993,18112,1,0,25.0
10739,659,0.28403257182615305,8332,7,1,14.771333966722572
10740,607,0.17714489741906758,7485,9,0,21.0
10741,728,0.29549622800486214,22774,8,0,36.0
10742,687,0.2244771951019291,14874,2,0,28.0
10743,638,0.1894941386280052,9298,8,0,30.0
10744,660,0.1774580265103457,19308,1,0,26.0
10745,763,0.2732065747119271,7908,4,0,26.0
10746,676,0.36269466797824684,5000,5,0,35.0
10747,670,0.262184484058622,5000,8,0,34.0
10748,632,0.15352434849834154,14480,9,0,36.0
10749,585,0.35931717417994097,12535,2,1,9.209938460361485
10750,671,0.16147653831972944,12423,6,0,36.0
10751,696,0.4228919939100368,17719,5,1,13.049872524928386
10752,734,0.23391445331068364,5000,9,0,36.0
10753,567,0.1621582410872682,19273,0,1,15.020460842653328
10754,623,0.3058753123060474,9010,10,0,34.0
10755,650,0.21885655435453147,15369,2,0,30.0
10756,679,0.29428534079338536,20890,4,0,30.0
10757,672,0.2592003039038422,26344,7,1,10.308814686658318
10758,673,0.11208244259006654,7322,7,0,24.0
10759,700,0.2429926289624953,22548,6,0,36.0
10760,634,0.3001408421652352,19549,4,0,16.0
10761,726,0.2612513546667925,13437,10,0,36.0
10762,701,0.37558403463893236,19281,3,0,31.0
10763,664,0.2811878085452189,10978,7,0,31.0
10764,760,0.22580942085988595,6269,0,0,20.0
10765,757,0.2710254205325547,23647,2,0,32.0
10766,726,0.20075584290436901,13116,8,0,24.0
10767,529,0.2860494957323914,29102,6,0,36.0
10768,758,0.2859119312971627,27151,3,0,22.0
10769,719,0.1261238408209166,5000,1,0,28.0
10770,780,0.32725966587853844,28194,0,0,29.0
10771,741,0.47334690523887935,13800,3,0,36.0
10772,758,0.30459990171236995,18731,10,0,28.0
10773,723,0.05,17841,5,0,20.0
10774,747,0.20732151515102265,7143,0,0,36.0
10775,779,0.12205924025170005,11899,7,0,28.0
10776,690,0.2208202760689268,24625,1,0,30.0
10777,601,0.3185945241115339,17377,1,0,29.0
10778,664,0.17817205786474033,5000,3,0,22.0
10779,699,0.4384703485456726,22696,7,0,31.0
10780,683,0.05,5413,2,0,36.0
10781,617,0.22518933964558283,22583,2,0,29.0
10782,598,0.2879266211711798,27306,9,1,14.09977694509167
10783,642,0.128055904738423,6760,5,0,30.0
10784,720,0.14121678691610143,23989,1,0,29.0
10785,759,0.32562878771829934,22729,6,0,33.0
10786,725,0.44283985792321806,29248,0,0,22.0
10787,732,0.4546032519466307,5410,8,0,27.0
10788,675,0.21534163336634696,5000,4,0,31.0
10789,592,0.38513321020077435,10059,7,0,34.0
10790,657,0.24312209293914863,5858,9,0,27.0
10791,667,0.3416698106804991,36514,8,0,27.0
10792,655,0.2289353936549773,15465,9,0,30.0
10793,682,0.13653154899705547,15687,0,0,35.0
10794,702,0.4101826820779259,28092,10,0,34.0
10795,722,0.4362515536930084,10426,6,0,29.0
10796,666,0.20792099361821487,18771,2,0,20.0
10797,584,0.34366282102211093,5000,7,1,13.343337356660081
10798,655,0.235499260625651,12487,3,0,34.0
10799,682,0.46809097986894616,28896,4,0,34.0
10800,741,0.10070905509050351,25466,9,0,26.0
10801,651,0.23217127736291582,18819,8,0,32.0
10802,705,0.10527430006141149,13788,1,0,36.0
10803,694,0.09133139083055998,15540,5,0,30.0
10804,682,0.23841075366588557,18630,3,1,12.881855655826795
10805,726,0.2049570324643858,5000,4,0,36.0
10806,646,0.14886890563588023,28398,1,0,36.0
10807,651,0.33371925384266055,5000,10,0,28.0
10808,679,0.37987488504062533,5634,1,0,32.0
10809,647,0.30128685829492396,5000,1,1,15.188920552946177
10810,705,0.06232380164072012,20626,0,0,36.0
10811,644,0.2839496497350281,30659,9,0,32.0
10812,691,0.2829726627638711,5000,4,0,34.0
10813,674,0.16577540315679157,10260,5,0,36.0
10814,690,0.2845855831538872,10601,3,0,19.0
10815,657,0.1993033744854516,8805,0,0,22.0
10816,663,0.16796628808407185,13781,8,0,21.0
10817,684,0.13172815089949155,13664,5,0,23.0
10818,690,0.3334341764969725,22036,4,0,32.0
10819,679,0.37934297623510094,14832,2,0,27.0
10820,765,0.23586775406731428,5000,2,0,32.0
10821,630,0.3484718630133851,25505,3,0,29.0
10822,676,0.4026475461198527,26334,8,0,22.0
10823,601,0.26313068226703584,10713,6,1,10.283115538259338
10824,698,0.2422590160846083,22138,0,0,24.0
10825,624,0.2969629518803739,24353,7,1,14.940334545370266
10826,666,0.16622492624921725,14569,5,0,32.0
10827,661,0.30468851155465654,11422,7,1,14.668904079314796
10828,694,0.26510955141376075,27183,10,0,30.0
10829,652,0.11933038188458327,14527,5,0,30.0
10830,650,0.12050085822162132,24451,7,0,32.0
10831,751,0.15146976434416012,34671,1,0,27.0
10832,694,0.30126467873616547,21971,8,0,36.0
10833,651,0.21626539368826783,5000,1,0,34.0
10834,667,0.2474967176359595,8125,1,0,30.0
10835,762,0.3866319146205216,7809,10,0,32.0
10836,668,0.2942815473731801,18751,3,0,33.0
10837,645,0.18574887905686097,5000,6,0,29.0
10838,645,0.15129035038488173,15065,3,0,28.0
10839,652,0.28051057534109514,9232,6,0,36.0
10840,650,0.15289309172567406,5000,6,0,26.0
10841,616,0.3753027841303265,14594,5,0,20.0
10842,623,0.2745773424793661,5000,10,1,12.033093835424845
10843,638,0.2629173158839103,7973,5,0,36.0
10844,709,0.15450374023258384,21224,2,0,25.0
10845,660,0.3119370842802706,13312,10,1,6.95649706613674
10846,669,0.362844519798667,24051,7,1,11.302233894062356
10847,743,0.23637289885754065,21674,5,0,34.0
10848,744,0.3428226293468343,24091,8,1,14.466057793808291
10849,665,0.20951642520857675,25064,5,0,27.0
10850,648,0.2437719999932106,12000,5,0,32.0
10851,636,0.4586033117982476,12944,6,1,12.096937468707155
10852,714,0.2128519814287554,6729,2,0,36.0
10853,669,0.303968498402129,17884,0,1,12.325970020594069
10854,660,0.21109047447424278,15679,9,0,26.0
10855,639,0.2780439870992501,6244,0,0,33.0
10856,641,0.3196127886471537,15896,2,1,14.760623338733932
10857,696,0.1599170937176762,22422,9,0,31.0
10858,614,0.1794813381690102,12177,1,0,26.0
10859,729,0.306766681770706,15959,6,0,28.0
10860,653,0.2661628106112534,17787,5,0,30.0
10861,672,0.36724748838408594,19421,2,0,23.0
10862,613,0.2769919185626218,19526,4,1,13.556271445175788
10863,679,0.43601693713051365,11964,5,0,36.0
10864,663,0.31968184227835394,5000,0,0,34.0
10865,677,0.43786510022866165,9952,9,1,8.54066365554645
10866,753,0.41895213344457144,11253,1,0,34.0
10867,688,0.18579972483419327,25839,4,0,29.0
10868,640,0.39803943097751826,5800,6,1,11.549464493627728
10869,644,0.34402697214662603,26804,8,1,13.61101440332445
10870,709,0.3370309697494198,19396,5,0,31.0
10871,744,0.3685010113685566,21364,9,0,36.0
10872,694,0.21908200489669535,9312,8,0,33.0
10873,714,0.28284618935817935,6688,1,0,25.0
10874,710,0.20794529912977583,28310,5,0,29.0
10875,750,0.48098450001454535,7269,1,0,34.0
10876,582,0.17471506266498094,7446,4,0,28.0
10877,713,0.12215612190577917,5000,6,0,28.0
10878,729,0.16824645467754062,5000,1,0,18.0
10879,613,0.2445000301636088,16080,3,0,36.0
10880,635,0.24381962361812026,25748,10,1,12.58842041003572
10881,637,0.33901534468810357,16335,9,1,11.268597582427335
10882,643,0.2530994622762639,19229,1,0,15.0
10883,655,0.20052057786670768,21836,4,0,33.0
10884,692,0.29829371299264257,5000,7,0,36.0
10885,723,0.3664833980528922,16673,2,0,33.0
10886,734,0.27071307983595755,18417,5,0,29.0
10887,638,0.33686542803648206,5000,1,0,21.0
10888,637,0.2583381410428434,20510,8,0,21.0
10889,745,0.22401754144314326,10959,1,0,28.0
10890,712,0.31983484095619863,13656,1,0,24.0
10891,684,0.2728631280285918,30062,0,0,29.0
10892,703,0.3504419780870615,23171,3,0,22.0
10893,678,0.4042217929259196,19862,1,0,36.0
10894,706,0.23866740118620156,18424,4,0,20.0
10895,663,0.3146902213492701,7999,5,0,28.0
10896,693,0.3568015047010996,10561,7,0,36.0
10897,604,0.29103007096531686,15908,2,0,27.0
10898,645,0.30101350300502827,6872,7,0,35.0
10899,646,0.26433924487712335,8417,10,0,29.0
10900,661,0.275542329977234,9949,8,0,27.0
10901,633,0.3021867715682743,31883,9,1,15.916350840854406
10902,653,0.18922140785406072,24429,9,0,19.0
10903,604,0.08016113665239716,15608,7,1,11.384762656081634
10904,707,0.24122867508592155,5869,0,0,31.0
10905,675,0.23308451351668197,15619,6,0,24.0
10906,594,0.41201071503856057,14126,8,1,14.178868994975854
10907,638,0.279617569049377,28819,10,1,15.292400401365088
10908,696,0.30620238150449514,27392,5,0,31.0
10909,652,0.20884402888260584,7637,7,0,27.0
10910,645,0.19041273865613845,20609,8,0,19.0
10911,676,0.16653597002062218,10382,2,0,32.0
10912,697,0.12397889157055983,7285,1,0,36.0
10913,608,0.32264294553639433,24859,1,0,27.0
10914,707,0.2806630762395903,17416,3,0,36.0
10915,639,0.3977261106166932,36833,1,0,36.0
10916,679,0.30497172538888506,12878,1,0,29.0
10917,678,0.2742875826073411,7528,4,0,33.0
10918,653,0.05186274773537917,9152,9,0,36.0
10919,628,0.4408309817397001,15464,6,1,10.210841169038991
10920,665,0.25391641743301185,5773,7,0,31.0
10921,761,0.05,11653,10,0,26.0
10922,611,0.27257851854466175,5635,9,0,33.0
10923,764,0.1689099465945746,9338,3,0,17.0
10924,667,0.16534013041056395,9457,8,0,23.0
10925,681,0.27665031751573654,18829,6,0,32.0
10926,625,0.1912527314952073,12481,1,0,28.0
10927,641,0.3526688763317572,13041,0,0,22.0
10928,654,0.23845369479610468,10405,8,0,33.0
10929,627,0.2899901704572936,5000,3,0,31.0
10930,669,0.30665887056158037,9129,2,0,30.0
10931,659,0.2751834770105543,27018,5,0,20.0
10932,772,0.27143231142965774,5000,9,0,28.0
10933,621,0.26416330278377387,12060,9,0,36.0
10934,685,0.3993503287568099,7433,3,0,24.0
10935,692,0.3343894551696069,18364,8,0,36.0
10936,626,0.18091812291165785,9714,7,0,26.0
10937,714,0.13884971890164477,16336,2,0,23.0
10938,660,0.1705987237105304,23814,10,0,27.0
10939,555,0.29278145601186384,14313,4,1,13.865817663154363
10940,712,0.13956128636021234,9536,4,0,36.0
10941,624,0.18472032181507497,25709,2,0,21.0
10942,627,0.11569807310019192,12115,1,0,26.0
10943,714,0.3431582413228245,19633,6,1,11.591414393261442
10944,662,0.3162831926689443,10853,3,0,28.0
10945,725,0.337866276773815,20228,9,0,24.0
10946,740,0.20252060975600653,20707,8,0,36.0
10947,647,0.07412283187136132,28203,1,0,35.0
10948,719,0.16651457599491193,12071,7,0,28.0
10949,642,0.11527444682336842,23622,7,1,12.677543867985474
10950,791,0.11422183604351797,20661,0,0,22.0
10951,645,0.36369413677860873,13477,10,0,33.0
10952,731,0.2253124700479282,7100,5,0,32.0
10953,722,0.27893454036214477,5000,2,0,32.0
10954,695,0.36031744728179543,13202,4,0,30.0
10955,646,0.14804670841957615,10778,0,0,30.0
10956,672,0.31142446982276517,15704,0,0,30.0
10957,572,0.10474598768670444,9446,1,0,36.0
10958,691,0.27524907212437105,20385,10,1,12.008406221210192
10959,697,0.35676320243345133,13024,6,0,33.0
10960,686,0.1360681053642809,16117,0,0,26.0
10961,531,0.33285540222450294,5000,5,1,13.030948478493334
10962,616,0.2724851483344581,14871,10,1,13.828649733163688
10963,642,0.2045667938559394,22257,6,0,32.0
10964,694,0.12995254534580972,12935,10,0,24.0
10965,694,0.27418056602371593,5000,1,0,26.0
10966,671,0.29938401550508326,11829,1,0,30.0
10967,711,0.2182566927401927,22792,5,0,25.0
10968,628,0.15189990366917003,5000,0,0,15.0
10969,710,0.3262463855154879,5000,4,0,36.0
10970,703,0.36845471026428106,14442,6,0,32.0
10971,698,0.34536487788315556,5000,0,0,19.0
10972,670,0.4089066287578538,5000,7,1,10.140537974792839
10973,771,0.18484468722839706,14151,5,0,36.0
10974,704,0.10848004439724096,27252,10,0,31.0
10975,631,0.2910607466969912,10279,4,1,11.884415124161595
10976,692,0.20970412645089206,5000,2,0,36.0
10977,717,0.3487647807661022,5000,1,0,23.0
10978,650,0.14630217813115912,16500,0,0,36.0
10979,734,0.1536158122899716,16689,7,0,24.0
10980,699,0.25680642181211355,13744,2,0,28.0
10981,562,0.2674993515331076,22558,9,1,15.605122906642972
10982,694,0.31748074597957426,21594,2,1,16.682373025452847
10983,659,0.24016369449285674,5858,6,0,31.0
10984,706,0.058285124585581896,23808,3,0,27.0
10985,727,0.5951858475092491,15640,7,1,12.083851404193828
10986,689,0.2533523673899769,11913,9,0,34.0
10987,763,0.5388528139089076,5300,2,0,24.0
10988,671,0.23740547454408914,7676,10,0,21.0
10989,711,0.14471546354519954,6080,3,0,36.0
10990,720,0.21826702178449406,25930,2,0,28.0
10991,675,0.3600507937251606,11448,9,0,22.0
10992,718,0.3119259417848066,15395,7,0,28.0
10993,650,0.2807611121774804,5000,1,1,14.804076906244068
10994,658,0.24386790047533086,5246,10,1,10.879955249936334
10995,614,0.26293419268726975,8949,1,0,27.0
10996,692,0.23510368519334116,30694,7,0,24.0
10997,696,0.36968326143850233,12541,5,0,20.0
10998,738,0.34159544895620486,12319,2,0,24.0
10999,719,0.15576178713128122,5000,5,0,33.0
11000,665,0.1022586339973671,9834,9,0,35.0
11001,621,0.12739133910717196,9871,0,0,30.0
11002,701,0.2143724769024666,23738,2,0,35.0
11003,735,0.2721148830160988,5000,2,0,31.0
11004,717,0.24451241815246186,5000,9,1,10.199202508937525
11005,734,0.3130170764733357,16430,6,0,22.0
11006,669,0.2485468279306055,20965,8,0,33.0
11007,656,0.4095707997903623,7146,7,1,9.809856959556164
11008,643,0.3008795630554937,24113,4,0,36.0
11009,677,0.2517958535972358,13761,2,0,28.0
11010,676,0.09891946536596216,5749,4,0,36.0
11011,690,0.28502910450365193,5000,5,0,34.0
11012,673,0.29991422003707724,16897,2,0,33.0
11013,673,0.1786356325612906,19088,4,0,32.0
11014,641,0.1343768879143016,5000,1,0,32.0
11015,727,0.3594730022648972,9883,6,1,16.237675846781983
11016,683,0.1531437607739518,5000,9,0,27.0
11017,671,0.2665568082567253,14699,0,0,27.0
11018,642,0.25299242518542936,13538,6,0,24.0
11019,613,0.2946574197276559,11834,10,0,27.0
11020,745,0.15387606249900918,32990,3,0,14.0
11021,707,0.23794668961701063,26712,2,0,36.0
11022,598,0.1532566062795217,17816,2,0,31.0
11023,718,0.25741235624870273,7075,7,0,28.0
11024,726,0.3004071133283051,7856,8,0,31.0
11025,686,0.33954148620766694,24742,4,1,14.532871947456446
11026,759,0.399480679288956,5000,2,0,24.0
11027,690,0.22364220549746944,16896,10,1,11.523941776325032
11028,609,0.22187508560726754,30575,7,0,29.0
11029,698,0.377263586174427,5000,0,0,34.0
11030,692,0.30751023399695876,24399,5,0,25.0
11031,649,0.37371118354865057,19960,3,0,29.0
11032,708,0.4452518093896095,17624,1,1,11.824439708786475
11033,596,0.16563868919933608,16995,7,0,30.0
11034,729,0.33092971889564315,17315,8,0,29.0
11035,636,0.19007920332775793,18669,2,0,36.0
11036,630,0.4063470532165927,10210,3,1,11.157332093307517
11037,674,0.13122282413508035,18504,3,0,29.0
11038,701,0.34176523152955735,11060,6,0,36.0
11039,688,0.1946386311276186,8335,8,0,30.0
11040,642,0.30544237948768843,11743,5,0,32.0
11041,654,0.3768114860228936,12854,7,0,26.0
11042,623,0.18559988427326657,28920,9,1,13.922488593355489
11043,668,0.10316445894589549,23939,4,1,13.58233693545896
11044,733,0.22410148877561717,16258,10,0,29.0
11045,679,0.21125853781047996,5000,6,0,31.0
11046,722,0.12155384337455664,8263,8,0,21.0
11047,752,0.05,28250,6,0,15.0
11048,650,0.37166617636970306,5000,4,1,10.560864409951431
11049,670,0.39916163599890164,20415,7,1,10.367068286741722
11050,788,0.1898105004558316,9942,8,0,36.0
11051,752,0.22073881892277858,19836,0,0,27.0
11052,596,0.3307774193535698,16280,4,0,36.0
11053,699,0.33234973183533567,16434,5,0,25.0
11054,680,0.42791213573739345,6300,10,0,25.0
11055,721,0.31216186458671497,17963,6,0,32.0
11056,642,0.14746406360343675,14675,5,0,27.0
11057,638,0.329107695521558,13437,7,0,20.0
11058,646,0.18021897942232037,8582,8,0,23.0
11059,651,0.24343923315570754,11456,7,0,31.0
11060,720,0.36125338150129327,6813,8,0,35.0
11061,620,0.1594601020977256,12304,3,0,36.0
11062,648,0.24267946565439955,18640,6,0,33.0
11063,590,0.12742245023432267,5000,4,0,35.0
11064,730,0.15113238494896067,14769,9,0,22.0
11065,743,0.19531366241605133,10247,0,0,26.0
11066,663,0.4130215897517076,25118,5,0,31.0
11067,665,0.25333704525896883,11924,0,0,28.0
11068,702,0.5144083076491843,14327,8,1,9.588756930191296
11069,753,0.34548994847408987,18027,2,0,36.0
11070,700,0.3482077480573899,28637,7,0,27.0
11071,645,0.14060829476430556,18020,7,0,33.0
11072,599,0.2346507419870174,34140,4,0,20.0
11073,624,0.13569984597532017,24220,4,1,18.54642319412814
11074,683,0.21901783516745135,14106,10,0,28.0
11075,647,0.20429855621281595,5000,6,0,28.0
11076,689,0.24580938910417935,9039,2,0,30.0
11077,652,0.33255288338000055,20168,10,1,13.379948299249111
11078,627,0.22380743658653335,5000,2,0,29.0
11079,621,0.3343533826585719,5000,0,0,31.0
11080,758,0.10340910773263096,17077,2,0,23.0
11081,724,0.294826400538635,5000,3,0,29.0
11082,766,0.20642830260903247,15677,7,0,18.0
11083,706,0.27534846814088726,13415,3,0,36.0
11084,658,0.3362927639231249,5000,10,0,32.0
11085,746,0.1058478477244985,30135,5,0,21.0
11086,678,0.39690902725820715,9594,7,0,30.0
11087,691,0.23063513284178147,22826,7,0,18.0
11088,677,0.43619276625745373,25332,10,0,31.0
11089,532,0.25710122389301104,8923,9,1,13.102672241189534
11090,760,0.3820887931592534,31626,9,0,27.0
11091,704,0.2559753852947599,8138,8,0,30.0
11092,696,0.2767228597211949,14106,3,0,28.0
11093,676,0.26162232332724883,17363,10,0,31.0
11094,688,0.22804729090494447,5000,5,0,31.0
